tweet_id,text,favorite_count
1664833170200576000',"If you end up wearing comfortable clothes when you’re 80 - then it means the most evolved version of you - the one who cares the least about other people’s opinions - dresses this way. 

So I figure I might as well skip to there and enjoy the benefits longer.",1316
1664723728054329346',"One piece of information about someone could explain all the reasons they are the way they are.

Unless you know everything, you know nothing.

Making our judgment of other people “intentions”, and theirs on us, utterly irrelevant.",687
1664692141963063296',Ignorance is the most expensive debt.,1213
1664652718596583428',The cost of success is years of feeling like an idiot for things you should’ve known by now.,2506
1664633711067897860',"My two simple lenses for friendship:

1) Do they genuinely root for you when you win?

2) Do they make you better?

Finding people who do even one is rare. Both even rarer.
Which is why they get the highest title of “friend”",2722
1664456839885365252',"Like the river that beats the rock not with strength but with persistence. 

Over time, all wealth flows from the hands of the impatient to the patient.",1231
1664410285136834560',You lose more money offering a $100 item to someone with a $1000 budget then offering a $1000 item to someone with a $100 budget.,1214
1664363729197096966',"Easy way to make content:

Surf the interwebs for headlines. 

Genuinely react to the ones that rub you the wrong way. 

Explain why you think the idea is wrong or incomplete. (Where you have credibility)

And do so without attacking the person who made it (or naming them).",1048
1664324725365981189',"Comparison isn’t the thief of joy, it’s the ruler of measurement.

How else do you learn but by measuring the difference between current state and desired state?

It’s the judgment about the deficiency that robs joy, not the comparison itself.",955
1664283676212101122',"Advice to my younger self:

Savor small victories.",1378
1664143546172207104',"Build shit. 
Sell shit. 
Lead people. 

If you can do one, you can make a lot of money. 

If you can do two, you can make generational wealth.

If you can do all three, you can do whatever you want.",2855
1664095159867551745',"Let’s say you make $50,000 a year.

It costs you $950,000 per year, to not know how to make $1,000,000. 

How much is that education worth?

Answer: the difference.",3348
1664021479665594377',"With a good enough reputation, you don’t sell them. They sell you.",1031
1663959306411327488',Hard sales just means bad branding.,890
1663918498500804617',"Two men set out to build a building.

One lays the foundation for a 10-story building and finishes the entire building in nine months. 

The other lays the foundation for a 100-story building and it takes him the entire nine months just to build the first few floors. 

The first “being ahead” mocks the second for taking so long. He decides he wants to build his building into a 100-story building to prove how good of a builder he is. 

So he tries to add stories on top. He gets to 15-16 stories and then the foundation begins to crack. He starts reinforcing things. But no matter what, he feels he can’t put anymore on top. 

Over time, the second guy keeps building and passes the first man.

Two years later the second man completes his 100-story building despite barely having his foundation finished by the time the first man finishes his entire building.

The first man, goes to a mentor to ask his advice on growing his building taller.

The mentor tells him “you need to tear down this building or start another one new”

He says “and waste all the time I spent building this one? Can’t I just add it on top if I just knew how?”

The mentor replies “there’s a lesson here: The fastest way to build a 10-story building isn’t the fastest way to a 100-story building. Your desire to grow fast ruined your ability to grow big.”

**

A lot of entrepreneurs build businesses as though it’s a race. 

And sometimes they reach their goals. 

Then they see someone with bigger goals and a bigger business. 

They then try to build their business into that business. 

But they can’t. 

Because the fastest route to a $10M business is often not the fastest route to a $100M business. 

Sometimes big things take time. And often that’s what makes them worth pursuing.

Don’t compare a sky scraper to a townhouse six months into building.",3464
